Number,Year,Month,avr_air_pressure,avr_wind_spd,avr_temp,avr_water_pressure,rel_humidity,day_precipitation,month_sun,hour_sun,extreme_wind_speed,min_air_pressure,min_temp,max_air_pressure,max_temp,max_wind_speed,day_max_precipitation
54342,2009,12,1019,2.1,-11.1,2.1,68,6,56,159.5,9.9,1005.9,-22.7,1033.6,6.3,6,12.8
54342,2010,1,1020.3,2.2,-12.6,1.8,66,11,62,183.9,10.5,1012.5,-24.8,1035.6,6,7.8,0.8
54342,2010,2,1018.5,2.3,-9.2,2.3,63,5,61,183,12.5,1004.4,-21.6,1031.3,13.6,8.5,5.7
54342,2010,3,1015.5,3,-1.6,3.3,57,5,62,229.4,14.6,1000.4,-11.3,1025.4,22.8,11.2,6.7
54342,2010,4,1010.6,3.1,6.4,5.5,59,13,45,182.7,14.5,992.6,-4.3,1018.1,24.1,11.1,18.8999
54342,2010,5,1002.5,2.7,16.4,12.3,69,17,47,212.6,15.3,971.8,2.9,1015.5,29.5,10.1,79.6
54342,2010,6,1003.2,1.8,23,17.9,66,11,57,260.5,11.3,990.2,9.1,1006.7,31.9,8.3,55
54342,2010,7,999.5,2,24.5,26.4,86,18,28,126.9,12.7,992.9,16.2,1008.2,33.7,7,102.1
54342,2010,8,1002.9,1.7,22.8,24.1,88,11,46,195.5,11,981.4,10,1009.5,35.2,7.8,44.9999
54342,2010,9,1008.6,1.9,17.6,16.8,81,7,51,189.3,12.1,982.8,3,1020.9,28.3,8.5,9.2
54342,2010,10,1014.9,2.1,8.3,8.4,74,4,58,195.2,10.9,1000.6,-8.1,1030.5,26.1,8.2,13.9
54342,2010,11,1014.2,2.3,1,4.9,71,11,49,141.9,11.3,998.8,-15.3,1031.6,15.4,8.4,3.1
54342,2010,12,1012.9,2.4,-9.7,2.3,68,8,62,174.3,10.9,1004.5,-22.3,1029.5,9.6,7,9.8
54342,2011,1,1024.2,1.5,-17.6,1.1,70,2,79,232.7,10.1,1008.7,-22.3,1032.1,6,7.3,3.6
54342,2011,2,1018.3,2.3,-5.8,2.8,67,3,63,188.6,10.5,999.3,-17.8,1030.6,10,6.8,13.5
54342,2011,3,1015.1,2.9,0.9,3.1,47,2,77,286.7,10.6,1003.7,-11.1,1021.8,17.1,7.7,0.3
54342,2011,4,1007.3,3,9.2,5.8,52,9,59,238.3,14.3,987.5,-3.1,1016.5,29.3,9.9,4.1
54342,2011,5,1002.2,3,17.4,10,53,10,57,255.5,15.4,992.1,2.8,1012.9,33.1,11,14.6
54342,2011,6,998.9,2.6,21.4,18.5,75,14,42,192.1,13.3,993.5,6.6,1009.4,37.5,7.6,39.3
54342,2011,7,998.1,2,25,25.5,82,13,41,189.5,11.4,990.4,15.3,1006.7,36.4,7.8,33.8
54342,2011,8,1001.9,1.6,24.1,25.3,85,13,44,186.3,11.4,990,5.7,1013.9,33.7,7.2,33.3
54342,2011,9,1009.2,2.2,16.6,13,70,2,68,251.3,15.9,996,1,1016,30,9.1,23.5
54342,2011,10,1014.2,2,10.4,9.5,76,8,60,203.1,11.4,1003.1,-5.7,1027.8,23.7,8.8,14.1
54342,2011,11,1019.6,2.5,0.5,5,72,7,59,172.6,13.2,1005.1,-16,1031.3,17.3,9.4,4.7
54342,2011,12,1024.3,2,-10.2,1.9,64,1,78,222.3,11.8,1004,-22.1,1032.2,6.4,8.8,0.1
54342,2012,1,1023.5,1.8,-14,1.4,65,2,71,210,13.7,986.5,-23.8,1014,2.4,7.8,7.7
54342,2012,2,1019.1,2.4,-8.8,1.8,51,3,75,230.2,12.2,987.6,-22.9,1013.8,2.3,7.1,2.9
54342,2012,3,1014.9,2.7,-0.4,3.7,61,7,63,233.9,14.1,987.3,-16.7,1011.1,15.1,7.8,0.1
54342,2012,4,1005.1,3.3,10.5,7,53,5,59,236.6,14.6,969.5,-4,1001.1,25.9,7.9,28.5
54342,2012,5,1003.7,2.3,18.6,10.7,53,7,68,308.8,16.4,977.8,3,997.6,27.8,8.7,37.3
54342,2012,6,999.4,2.2,21.6,19.8,78,17,37,166,15.9,973.8,13.1,991,32,8,22.5
54342,2012,7,997.9,1.9,24.8,25.1,81,10,46,209.9,13.8,972.5,17.7,993.8,32.1,7.3,56.7
54342,2012,8,1003.1,1.7,23,23.4,84,13,54,229.4,13.3,977,12.2,994.7,31.8,5.9,38.6
54342,2012,9,1008.4,1.8,17.7,16.2,81,8,56,206.7,11.3,984.8,6.1,1003.3,31.3,6,11
54342,2012,10,1012.6,2,9.4,8.5,72,8,68,231.1,13,987.8,-5.4,1012.3,23.8,6.7,42.4
54342,2012,11,1013.9,2.3,-0.4,4.5,73,10,49,142.4,14.2,985.3,-8.7,1014,19.8,9.4,4.2
54342,2012,12,1021,2.1,-12.9,1.8,70,9,61,172.2,13.2,988.6,-21.5,1014.6,2.6,7.4,2.7
54342,2013,1,1022,1.9,-14.2,1.8,72,5,58,170.7,10,994.8,-22.1,1015.9,4.3,5.3,6.6
54342,2013,2,1020.4,2.4,-8.8,2.2,64,7,67,199.9,17.7,985.6,-25.3,1022.9,6.8,8.1,10.2
54342,2013,3,1012.5,2.9,-0.5,3.7,60,7,54,202.3,14.4,982.3,-13.3,1007.2,14,8.9,4.4
54342,2013,4,1007.2,2.8,6.5,5.5,58,10,51,207.2,18.6,971.4,-5.6,1001.3,23.7,8.3,15
54342,2013,5,1002.6,3.3,19.1,11.6,55,6,59,266.8,14.8,978.8,4.8,1004.3,30.9,7.8,18.5
54342,2013,6,1000.9,2.4,22.5,17.4,65,12,47,213.6,12.9,969.3,11.9,992.9,33.4,7.2,40.4
54342,2013,7,995.8,2,25.1,24.3,78,10,51,231.1,15.8,974.7,12.5,994.2,31,7.5,29.1
54342,2013,8,998.9,2.2,24.3,24.4,80,11,40,168.2,10.1,980.6,14.5,994.4,32.1,5.1,35.3
54342,2013,9,1009.2,1.9,17.6,14.8,75,6,56,207.7,11.4,982.7,5.8,1001.8,28.5,6.3,16.9
54342,2013,10,1015.5,1.8,9.4,9.1,77,10,53,179.7,20.8,989.2,-1.7,1008.9,28,8.9,24.8
54342,2013,11,1013.9,2.3,1.6,4.9,66,8,58,168.4,16.4,982.5,-10.1,1012.4,18.9,8.9,12.4
54342,2013,12,1018,1.9,-8.1,2.4,68,6,61,174,11.1,993.4,-19.5,1013.8,6.5,6.1,2.6
54342,2014,1,1019.8,2.3,-8.5,1.9,55,3,68,202.6,12.8,993.8,-19.8,1013.1,3.4,7.1,4.9
54342,2014,2,1022.5,2.3,-5.7,2.1,49,3,64,190.7,14.5,985.6,-22.4,1009.3,13.9,8.1,8.7
54342,2014,3,1013.6,2.4,3.7,4.1,49,2,72,267.1,19.3,977.8,-18.4,1007.2,13.7,9.3,52.6
54342,2014,4,1010.3,2.9,13.5,5.7,38,0,71,285.1,14.9,978.9,-2.9,1003.6,29.1,7.8,16.3
54342,2014,5,1001,2.7,17.1,11.1,59,12,54,244.6,18.9,971.5,4.3,995.4,29,10,29.1
54342,2014,6,999.7,1.8,22.2,18.7,72,13,43,197,17.7,975.8,11.6,992.8,36.1,9,24.1
54342,2014,7,999.2,2,24.9,22.2,72,5,49,226.2,11.4,974.7,13,989.9,33.7,5.6,95.3
54342,2014,8,1002.6,1.8,24.2,20.7,71,6,60,252.2,13.2,972.7,15.2,996.4,33.3,6.4,58.3
54342,2014,9,1008.7,1.7,16.7,11.7,64,9,67,246.3,11.8,985.1,6,1003.9,30.7,7.4,40.4
54342,2014,10,1014.2,2.4,10.7,7.6,57,4,59,200.1,11.5,986.4,-5,1008.7,25.9,6.3,12.6
54342,2014,11,1016.1,2.2,1.9,3.9,55,4,67,194.3,13.4,990.7,-14.9,1013.3,15.6,7.4,22.3
54342,2014,12,1019.1,2,-10.3,1.8,62,5,65,183.8,13.1,989.7,-15.6,1013.5,4.8,7.7,4.1
54342,2015,1,1021.2,1.8,-10.1,2,66,8,56,164.4,11.2,994,-23.5,1020.3,3.1,7,
54342,2015,2,1017.2,2.1,-5.7,2.7,64,6,61,183.1,15.4,983.7,-18.9,1016.3,10.1,10,1.4
54342,2015,3,1014.7,2.5,2.5,3.7,50,6,66,244.6,14.2,984.4,-8.5,1006.5,16.5,7.7,13.3
54342,2015,4,1008.9,2.8,11.9,5.9,45,5,61,243.4,16.9,980,-0.9,1001,27.9,7.5,12.4
54342,2015,5,1000.8,3.4,17.9,9.3,48,10,59,266.5,15.9,977.4,5.9,996.7,26.2,7.5,16.3
54342,2015,6,999.2,2,21.5,16.8,68,11,50,225,12.5,978.8,11.3,994.8,33.2,5.4,61.3
54342,2015,7,999.9,1.8,24.8,20.7,68,10,49,225.7,15.2,971.1,18.3,992.2,33.3,6,46.4
54342,2015,8,1001.5,1.6,23.9,22,75,12,48,205.1,11.7,977,15.1,993.1,34,6.1,56.2
54342,2015,9,1009.1,1.8,18.7,13.2,64,5,64,236.9,15.3,985,2.1,1002.1,29.4,7.5,16.6
54342,2015,10,1012.5,2.1,9.8,7.4,59,8,61,207.8,12.5,985.1,-3.9,1004.6,24.4,6.5,18.5
54342,2015,11,1021.9,2.4,-1.6,4,66,6,32,93.2,18.6,984.7,-11.4,1009.5,18.5,9.1,3.5
54342,2015,12,1020.5,1.8,-5.5,3,69,6,41,117.1,13.9,987.3,-21.6,1015,10.3,7,6.4
54342,2016,1,1022.5,1.85,-13.05,1.25,54.93,1,,,16.1,990,-21.9,1015.5,6.6,6.9,10.1
54342,2016,2,1018.5,2,-6.1,2.2,52.8,5,,196,14.6,976.4,-20.3,1014.7,8.3,7.3,33.6
54342,2016,3,1014.3,2.6,3.9,3.7,46.5,3,,258,14.3,977.1,-13.7,1013.8,15.5,6.3,3
54342,2016,4,1006.1,2.9,11.5,6,45.8,9,,,14.8,971.3,-4.5,1004.5,26.4,6.9,46.2
54342,2016,5,1002.4,3,17.9,9.8,51.7,8,,246,12.8,976.7,6.3,997,31.2,7.3,24.1
54342,2016,6,999.5,2.1,22,16.9,66.2,13,,196,17.3,973.4,11.3,991.3,31.6,7.4,24.7
54342,2016,7,1000.1,1.6,25.1,24.2,77.2,9,,180,14.3,974.4,16.2,990.8,31.2,6.6,43.5
54342,2016,8,1001.2,1.9,24.4,23,75.8,7,,211,17.4,979.3,7,997.7,36,10.5,33.5
54342,2016,9,1007.6,1.6,18.6,16.6,77.7,10,,132,14.8,982.1,6.5,1001.3,28.9,6.5,19.7
54342,2016,10,1015.3,2,8.9,8.1,67.3,11,,144,16.4,975,-2.1,1007.5,22.4,8,16.1
54342,2016,11,1018.3,2,-0.7,4,64.7,8,,144,14.1,987.6,-16.5,1014.8,17.9,6.7,9.5
54342,2016,12,1020.4,1.78,-6.7,2.88,71.2,6,,108,12.4,987.5,-27,1011.1,7.8,5.9,6.6
54342,2017,1,1021.41,1.81,-9.08,2.09,62.67,6,,149.7,12.9,989.9,-27.5,1014,4.4,7,2.9
54342,2017,2,1018.6,2,-4.9,2.6,58.2,5,,160.1,16,984.5,-21.5,1012.7,9.2,6.9,14.8
54342,2017,3,1014.4,2.1,2.8,3.4,46.9,2,,204,23.4,976,-13.4,1016.1,13.4,9.6,11.8
54342,2017,4,1004.79,2.69,12.71,5.79,41.93,6,,265.7,19.7,978,-3.6,1005.2,21,8,19.5
54342,2017,5,1003.58,2.82,18.7,10.19,49.47,8,,292.8,20.5,974.6,5,998.1,30.4,9.7,28.1
54342,2017,6,1000.8,2,22.8,15.3,56.7,8,,268.4,11.6,979.8,12,998.1,34.7,6.6,50.5
54342,2017,7,999,2.2,26.5,24.4,71.8,9,,206.5,18.2,976.2,16.7,992.4,32.1,6.6,33
54342,2017,8,1000.9,1.4,23.5,23.7,80.7,15,,170.4,12.7,976.7,14.8,996,31.2,6.6,104.3
54342,2017,9,1006.2,1.6,17.9,14.7,72.9,8,,207.5,12.2,986.4,3.9,1001.9,30.1,6.9,26.2
54342,2017,10,1017.3,2,9.2,7.5,63,8,,187.1,12.8,985.3,-5.8,1014.4,23.5,7.4,19.8
54342,2017,11,1016.6,2.5,0.2,3.4,48.1,5,,167.2,14.5,979.9,-15,1013.5,17,7.6,22
54342,2017,12,1020.2,1.9,-8.3,1.7,50.6,1,,184.9,13.6,975.9,-26,1013,8.7,6.9,11.3
54342,2018,1,1020.4,1.7,-12.7,1.4,54.6,6,,186,9.7,993,-27.7,1019.6,2.8,5.2,0.5
54342,2018,2,1018.4,2.1,-8.7,1.5,43.4,2,,203,11.5,990.3,-18.8,1010.7,10,5,1.6
54342,2018,3,1014.3,2.8,2.5,4,51.9,8,,216.6,15.6,987.5,-11.5,1005.8,18.9,7.2,2.9
54342,2018,4,1007.7,3.4,12.2,6,42.7,8,,212.4,17.2,975.4,-3.7,1006.4,23.5,7.4,15.6
54342,2018,5,1003.3,2.6,18.5,10.6,51.2,8,,239.8,18.2,976.3,4.9,994.1,30.3,8.5,14.9
54342,2018,6,998.9,2.4,23.1,17.4,63.8,11,,242.5,14,976.3,11.6,991.6,32,6.1,24.2
54342,2018,7,1000.5,1.9,26.9,25.5,72.8,8,,205.3,13.6,975.7,17.4,990.3,33.4,7.3,43.7
54342,2018,8,1001.8,1.7,24.8,22.9,74.8,9,,187.9,12.1,972.7,14.8,996.1,32.1,7,65.1
54342,2018,9,1007.2,1.5,16.9,13.6,71.8,7,,214.2,11.2,983.8,3,1003.5,28.2,5.5,15.3
54342,2018,10,1013.2,1.7,8.8,7.1,64.5,4,,233.5,13.4,979.9,-1.8,1006.3,22.5,7.1,12
54342,2018,11,1018.4,1.8,1.2,4.1,58.9,6,,182.9,11.7,990.7,-14,1014.4,19.7,5.7,27.8
54342,2018,12,1023.6,1.8,-7.9,1.9,51.3,5,,186.9,10.2,997.7,-19.8,1016,3.8,5.3,1.7
54342,2019,1,1021.5,1.8,-7.7,1.7,49.3,1,,205.9,9.3,996.2,-22.9,1016.4,0.6,4.9,1.5
54342,2019,2,1019.9,1.7,-5.9,1.9,44.7,3,,194.4,12,989.1,-25,1013,6.8,5.5,3.4
54342,2019,3,1010.1,2.5,4.2,3.6,43.7,5,,232,13.4,981.4,-13.8,1007.9,17.3,6.2,18
54342,2019,4,1007.9,2.8,10.8,5.2,39.7,4,,242,14.4,972.1,-4.9,1001.6,25.5,7.7,22.3
54342,2019,5,1001.9,3,19.4,9.2,43.7,5,,267.1,13.1,974.8,5.6,997.7,30.9,7.9,22.7
54342,2019,6,999.7,2.1,21.7,16.8,66.5,10,,201.2,14.1,975.2,10.2,995.9,30.7,6.3,29.6
54342,2019,7,997.8,1.9,25.9,24.2,73.3,13,,179.1,13.7,971.6,15.9,992,31.9,6.3,33.5
54342,2019,8,1000.25,1.63,23.15,23.35,82.8,21,,134.6,15.9,967.7,10.4,995.8,32.6,7.7,155.9
54342,2019,9,1009.8,2.2,19.1,16,73.3,7,,233.4,12.6,982.4,8.5,1001.1,29.8,5.8,22.4
54342,2019,10,1014.2,2.7,10.4,7.9,62,3,54.75,211,12.6,986.4,-3.1,1005.6,24.3,6.1,26
54342,2019,11,1018.85,1.98,0.15,3.73,56.8,8,,182.6,18.6,974.8,-11.2,1010.7,14.3,9.3,12.5
54342,2019,12,1020.5,1.7,-7.4,2.5,66.2,5,,136.5,13.3,985.7,-25.7,1016.4,1.9,6.4,11.3
54342,2020,1,1021.1,1.6,-9.9,2.1,70.3,4,,203.6,11.7,989.5,-26.1,1017.7,7.4,6,1.7
54342,2020,2,1019.6,2.2,-4.5,3.1,64.9,4,,231.9,16.2,984.5,-23.4,1016.3,7.4,7.4,9.7
54342,2020,3,1011.5,2.4,3.9,4,51,6,83.2,275.8,15.8,974.7,-12.8,1011.1,11.8,7.7,15.1
54342,2020,4,1010.2,2.5,10.1,5,41.3,4,88.51,318.4,14.1,981.3,-3.1,1001,22.4,7.8,14.8
54342,2020,5,,,,,,,,,16.5,971.8,4.1,998.1,31.3,8.8,15.4
54342,2020,6,998.7,2.2,23.3,17.1,61.4,8,56.36,246.5,9.9,974.1,12.2,995,31.3,6.5,17.8
54342,2020,7,1000.2,1.9,25.2,21.2,67.9,9,50.29,236.4,10,966.5,16.8,989.4,33.6,6.4,73.6
54342,2020,8,999.8,1.9,24.5,24.7,80.8,14,30.9,142,14.9,974.5,10.1,991.1,32.2,9.2,74.5
54342,2020,9,1006.1,1.8,18,16,78.1,12,37.73,155.95,9.8,982.9,4.2,1001.7,27.3,6.5,20.4
54342,2020,10,1014.7,1.8,9.2,7.4,64.8,5,60.89,233.8,12.6,982.2,-2.2,1007.8,28.3,6.7,37.3
54342,2020,11,1019.3,2.3,2.1,4.4,58.8,4,53.82,178.2,11.1,981.9,-11.2,1007.2,16.8,7.6,12.2
54342,2020,12,1021.65,2,-8.43,1.83,54.58,0,69.43,203.9,9,982.1,-21.1,1012.4,8.5,6.7,2.9
54346,2005,1,1002.4,2,-12.2,1.8,70,5,66,195.5,11.2,986.5,-21.3,1013.2,5,7.5,3.2
54346,2005,2,1004.5,1.9,-11.2,1.8,65,7,69,206.5,11.3,983.1,-18.7,1014.7,14,6.3,2.2
54346,2005,3,998.2,2.3,-0.5,2.8,47,1,80,299.7,14.9,985.9,-12.6,1008.1,22.8,7.9,9.7
54346,2005,4,989.5,2.5,10.6,6.3,50,8,63,253.6,14.3,984.8,-3.3,1001.4,27,7.6,0.2
54346,2005,5,988.1,2.2,15.3,10.2,62,16,55,249.1,18,970.4,2,999,34,8.3,14.8
54346,2005,6,982.4,2,21.2,18.9,76,20,35,158.9,15.4,978.9,13.8,991.2,31.7,9.1,43.1
54346,2005,7,983.8,1.6,24.5,24.4,80,16,28,129.7,14.3,976.3,16.6,991.6,31.8,6.7,40.9
54346,2005,8,986.9,1.7,23.2,23,81,13,31,131.4,13.8,977.6,15.6,998.8,35.8,6.3,32.3
54346,2005,9,995,2,17.9,14.1,72,5,62,230.2,14.4,981,-0.1,1004.7,30.2,6.5,27.3
54346,2005,10,999,2.2,10.8,8.1,63,5,74,249.4,16.8,986.7,-4.4,1010.9,24.9,8.5,26.6
54346,2005,11,998.3,2.1,2.8,5.1,65,3,70,203.9,15.6,990,-8.5,1008.9,18,7.9,6
54346,2005,12,1004.9,1.9,-12.4,1.8,74,6,61,173.7,13.3,984.8,-23,1015.1,3.9,6.2,4.9
54346,2006,1,1005.3,1.7,-9.9,2.1,70,5,65,194.7,12,989.6,-21.3,1016.9,3.2,6,2.5
54346,2006,2,1004.2,2.4,-7.2,2.6,65,10,61,183.1,12.8,988.4,-20.3,1013.3,7.2,6.5,10.2
54346,2006,3,993.9,2.4,1.3,3.6,54,7,65,241.6,15.1,987.9,-11.9,1012.7,19,7.3,4.9
54346,2006,4,989.5,2.2,8.5,6,57,10,54,216.6,14.9,971.8,-5.3,1009,30.4,8.1,32.9
54346,2006,5,989.9,2.1,18.4,11.8,58,8,55,246.9,16.2,967.9,2.6,997.9,31.9,8.4,45
54346,2006,6,983.4,1.9,21.2,17.7,73,14,37,168,17.1,974.1,9,989.5,30.8,9.3,25.2
54346,2006,7,983.7,1.6,23.8,23.4,80,17,29,133.9,18.2,970,12.5,993.7,34.8,9.6,97
54346,2006,8,987.3,1.8,24.3,24,80,10,37,156.6,18,978,15.4,994.7,31.8,8.6,30.1
54346,2006,9,994.1,1.8,17.5,14.6,75,6,58,214.7,11.8,986.4,5.6,1008.4,29.1,6.2,17.9
54346,2006,10,997.3,1.9,11.9,9.9,71,8,56,191.4,15.7,979.4,-4.9,1010,24.2,7.6,42.9
54346,2006,11,998.5,1.9,0.9,4.5,65,6,59,173.7,13,990.6,-17.6,1018.2,18.5,5.7,19.2
54346,2006,12,1005,1.9,-6,2.8,68,7,60,170,14,988.9,-23.3,1015.1,6,5.9,9.6
54346,2007,1,1005.1,1.7,-8.4,2.6,77,8,55,164.7,12.1,994.9,-24.6,1017.1,3.3,5.5,1.5
54346,2007,2,998.4,2.1,-0.9,3.7,63,5,66,196.9,14.7,987.5,-20.3,1013.8,11.6,6.7,13.1
54346,2007,3,996.3,2.2,0.7,4.3,66,8,58,217.5,14.9,985.9,-10.7,1007.9,21.2,8.1,6.5
54346,2007,4,992.8,2.1,8.8,6.4,59,7,56,223.5,17.8,977.6,-2,1001.3,23.5,8.4,17
54346,2007,5,984.6,2,17,10.3,56,10,59,267.1,21.6,955.2,3.8,1000.3,29,8.2,58.6999
54346,2007,6,985.9,2.1,23.9,16.1,57,5,65,293.8,13.4,975.3,10.1,991.2,31.1,6.9,25.7999
54346,2007,7,982.8,1.5,23.9,22.5,77,14,36,165.6,14.6,978,16.3,993,34.5,6.4,43.7
54346,2007,8,986.1,1.6,23.6,23,81,9,47,197.5,12.4,966.2,10.7,993.7,34.6,6.3,39.6
54346,2007,9,992.6,1.5,18.5,15.6,76,5,61,225.6,15.5,968,2.9,1003.9,28,8.5,15.1
54346,2007,10,999,1.9,9.2,8.3,71,8,55,185.4,14.4,985.7,-7.5,1013,25,6.5,21
54346,2007,11,1002.4,1.9,0.2,4.3,64,7,65,191.2,14.5,983.2,-14.8,1014.2,14.3,6.6,3.7
54346,2007,12,1001.1,1.7,-6.6,2.9,76,11,49,139.2,15.5,988.7,-19.2,1011.2,8,6.9,4.3
54346,2008,1,1007.3,1.9,-11.8,1.6,61,,81,240.9,15.4,992.7,-21.7,1014.5,7.4,6.5,12.6
54346,2008,2,1003.4,2.2,-7.4,1.9,53,5,76,236.4,14.9,982.8,-18,1013.4,8.3,6.4,7.3
54346,2008,3,995.6,2.1,4.2,4.7,59,10,51,188.4,13.3,987.7,-10.8,1005.4,16.8,6.3,0
54346,2008,4,991.6,2.2,12.2,7,52,6,58,232.8,14.4,972.2,-1.3,999.7,28.2,8.1,8
54346,2008,5,986.4,2.1,15.8,11.5,66,14,59,264.5,21.9,976.7,5.2,997.9,31.9,10.1,16
54346,2008,6,986.9,1.7,20.7,17.6,74,12,36,162.1,15.8,978.6,8.3,994,38.5,5.7,117.7
54346,2008,7,984.2,1.7,24.4,24.6,81,15,45,207.1,14,975.5,17.1,990.5,35.2,7.2,47.1
54346,2008,8,986.7,1.7,23.1,22.3,81,10,61,258.6,17.9,975.3,7.9,998.2,33,7.5,48.7
54346,2008,9,992.7,1.9,18.2,14.6,69,3,77,285.6,18.3,980.9,3.1,1000.3,30.3,10.3,31.1
54346,2008,10,996.5,1.9,11.8,8.8,63,4,69,233.4,15.3,989.3,-4.1,1011.1,23.3,7.3,20.2
54346,2008,11,1000.1,1.9,1.4,4.1,58,6,69,202.2,15,988.3,-15.2,1013.3,16,6.4,22.7
54346,2008,12,1001.1,2,-6.1,2.6,59,6,70,199.4,15,988.8,-19.9,1013.9,5.2,6.9,1.7
54346,2009,1,1003.5,1.8,-9.5,2.2,65,6,73,216.6,17.2,1007,-16.9,1036.6,2.6,11.4,1.4
54346,2009,2,998.8,1.9,-5.2,2.6,60,5,73,217.5,13.6,1009.9,-17.5,1037.1,4.4,8,6.4
54346,2009,3,997,2.1,1,3.5,52,8,72,269.7,15.8,1005.6,-12.1,1033.7,17,10.1,
54346,2009,4,992.3,2,11.1,6.5,53,9,64,258,18.7,987.6,-0.9,1022.6,28.5,12.1,32.4
54346,2009,5,989.1,1.7,18.9,10.9,54,4,66,295.6,17.7,998.3,6.5,1016.6,26.3,10.9,87.8
54346,2009,6,981.3,1.8,20.8,16.9,70,16,58,261.2,18.1,992.8,14.7,1010.7,31,11.4,31.2
54346,2009,7,983.1,1.7,23.4,21,75,12,56,253.2,14.3,993.2,19.1,1015.3,32.8,8.4,46.2
54346,2009,8,987.7,1.7,23.7,19.9,69,7,68,287.1,20.4,999.1,15.7,1016.7,32.1,8.9,39.4
54346,2009,9,992.8,2,17.6,13.4,69,8,66,242.4,11.7,1006.8,9.9,1024.1,30.2,7.1,5.8
54346,2009,10,994.9,1.9,10.4,8,65,7,62,211,18.5,1011.1,-3.8,1036.8,22.9,10.2,20.3
54346,2009,11,1003.1,2.2,-2.1,3.6,63,5,62,181.8,14,1008.6,-5.1,1039.3,18.7,8.8,0.8
54346,2009,12,1001.8,1.8,-9.5,2.3,67,7,64,182.9,13.7,1012,-14.8,1040.2,4.3,7.5,1.3
54346,2010,1,1002.9,2,-11.6,1.8,64,8,66,196.4,15.2,1017.7,-19.5,1039.7,4.2,11.6,4.4
54346,2010,2,1001.2,2.1,-8,2.4,61,7,61,181.7,21.2,1006.3,-22.2,1048.8,9.2,14.6,5.1
54346,2010,3,998.7,2.3,-1.5,3.1,54,7,65,241.1,18,1003.8,-9.6,1029.7,13.7,13.3,3.5
54346,2010,4,994.6,2.4,6.2,5.1,56,16,47,189.2,19,990.1,-1.6,1023.5,20.8,14.3,10.4
54346,2010,5,987.2,2.3,16.1,11,62,17,50,225.1,15.9,1000,7.3,1026.4,29,10.8,23.7
54346,2010,6,988.1,1.8,22.4,17,66,12,62,279.4,13.8,988.5,15.4,1012.4,30,9.7,45.3
54346,2010,7,984.7,1.7,24.4,24.7,82,18,38,174.2,14.7,994.9,18.1,1014.6,30.2,10.9,47.8
54346,2010,8,988,1.5,23,22.8,83,14,46,196,15.1,1000.4,16.4,1014.5,30.7,10.9,39.2
54346,2010,9,993.1,1.6,17.7,16.6,80,10,53,194.6,16.8,1003.1,8.1,1022.3,28.8,9.7,8.5
54346,2010,10,998.8,1.8,8.9,8.2,69,5,65,220.9,20.1,1010.1,-1.1,1032.2,26.6,14.3,34.4
54346,2010,11,998,2.2,1.6,4.7,65,11,63,184,19.3,1003.5,-8,1036.6,20.5,13,6.4
54346,2010,12,995.9,1.9,-8.4,2.5,65,9,65,184.2,15.6,1015.8,-16.7,1037.6,7.1,11.3,0.2
54346,2011,1,1006.7,1.6,-15.5,1.2,65,5,79,233.5,17.5,1017.1,-13.7,1037.4,4,12.8,0.4
54346,2011,2,1001.3,1.9,-5,2.7,62,4,65,193.4,20.6,1007.9,-14.1,1032.6,9.3,14.6,2.2
54346,2011,3,998.7,2.2,0.9,2.9,45,2,82,304.5,23.5,1000.4,-12.7,1031.2,13.9,17.3,34
54346,2011,4,991.4,2.2,9.2,5.3,48,7,62,250.2,17,999,-0.4,1027.3,20.6,11.4,24.2
54346,2011,5,987.1,2.6,17.2,8.9,49,6,66,296.7,19.2,992.7,8.9,1016.7,27.4,13.5,10.8
54346,2011,6,984.2,1.9,20.6,17.4,74,12,50,225.3,15.2,996.7,16.5,1013,30.7,11.2,23.1
54346,2011,7,983.5,1.6,25,23.4,75,12,44,202.4,15.4,994.3,16.6,1010.5,30.7,10.8,53
54346,2011,8,986.9,1.6,23.8,22.4,78,14,47,198.5,15.7,992.2,18.4,1017,32,11.3,17
54346,2011,9,993.7,1.8,16.3,11.7,64,2,64,236.3,14.6,1005.9,11.2,1025.2,29.8,10.1,15.6
54346,2011,10,998.4,1.8,10.5,7.9,63,9,61,206.7,16.6,1006.9,-3.5,1031.7,23.1,12.7,11.5
54346,2011,11,1002.6,1.8,1.9,4.8,65,9,54,159.2,17.3,1012.3,-8.9,1037.5,15.1,10.9,31.8
54346,2011,12,1006.9,1.7,-9,1.8,57,3,76,216.9,13.6,1013,-13.4,1038.3,4.2,10.2,2
54346,2012,1,1005.9,1.6,-12.5,1.4,58,5,63,186.3,18.6,1016.1,-17.9,1045.4,2.7,13,
54346,2012,2,1002,2.2,-8.1,1.7,47,4,76,234.6,17.1,1006.3,-14,1040.4,6.3,12.6,0.2
54346,2012,3,998.2,2.1,-0.3,3.2,54,8,64,236.5,16.2,1007.1,-5.7,1029.3,13.5,12.8,10.7
54346,2012,4,989.5,2.6,10.4,6.1,48,7,64,255.9,17.4,999.2,0.9,1023.2,22.9,12.3,11.4
54346,2012,5,988.5,2.1,17.9,9.5,50,7,80,359.8,18,997.1,8.1,1017.7,26.4,12.9,8.4
54346,2012,6,984.5,1.7,21.1,17.6,72,18,54,241.9,15.9,999.1,12.8,1015.6,29.2,10.2,59.3
